name|description|website|founded_year|stage|sector|business_model|headquarters|employee_count|status|total_funding|last_funding_date|exit_date|exit_value
Lumigo|Tired of ads, fake reviews, and guessing why a product is recommended? Lumigo is the AI-powered search engine that fixes broken product discovery with:|https://labs.lumigo.ai/|2025|Bootstrapped|AI, E-commerce, SaaS, Software||Milan, Italy|1-10|active||||
Manava Plus|Manava Plus is pioneering revolutionary spinal cord and brain injury treatments, aiming to turn permanent disability into a temporary challenge.|https://manava.plus/#technology|2022||Robotics, HealthTech, 3D||Milan, Italy|1-10|active||||
Mangofit|Mangofit is a technology company offering innovative software dedicated to personal trainers.|https://www.mangofitapp.com/|2023|Seed|Mobile, SaaS, HealthTech||Bologna, Italy|1-10|active|450.0|||
Mapo Tapo|Mapo Tapo is a software solution through which certified guides can digitize their operations, and collect and manage their bookings.|https://www.mapotapo.com/|2019|Seed|Entertainment, Sport, Travel||Milan, Italy|1-10|active||||
Mastranet AI|Mastranet AI è un'azienda specializzata nello sviluppo di software basato su Machine Learning e Intelligenza Artificiale per l'elaborazione di e-mail, documenti, immagini e altri tipi di dati al fine di estrarre informazioni, effettuare previsioni e automatizzare processi.|https://www.mastranet.ai/|2022|Bootstrapped|AI, Machine Learning||Dalmine, Italy|1-10|active|0.0|||
Mastro HR|AI-powered executive recruiting platform combining world-class experts and automation to guarantee top-tier hires in 30 days.|https://www.mastrohr.com/|2025|Bootstrapped|AI, HR, Software||Milan, Italy|1-10|active||||
Meddle|"""Meddle è una piattaforma SaaS che semplifica e automatizza il processo di raccolta e gestione dei dati, consentendo alle aziende manifatturiere e ai loro fornitori di servizi di concentrarsi sul vero valore dei dati. Oggi, 1 - le aziende manifatturiere, 2 - le aziende che offrono servizi di data-analytics e 3 - i produttori di macchine industriali affrontano grandi sfide nella raccolta e standardizzazione dei dati da PLC e sensori industriali e nel connettere le loro macchine a qualsiasi destinazione dati. Questo si traduce in costi alti, tempi lunghi per la consegna dei progetti e una mancanza di autonomia nella gestione dei dati."|https://www.meddleconnect.com/en|2023||IoT, AI||Imola, Italy|1-10|active||||
Medicilio|Medicilio offre servizi di telemonitoraggio e diagnostica domiciliare per migliorare l’accesso alle cure, ridurre i tempi di attesa e portare la qualità dell’assistenza sanitaria dove serve davvero: nelle case delle persone.|https://www.medicilio.it/|2020||HealthTech||Milan, Italy|11-50|active||||
MedNote|Startup innovativa, nata come spin‑off dell’Università di Trieste, che sviluppa soluzioni avanzate in prevenzione, diagnosi e trattamento di patologie oncologiche ().|https://www.mednote.it/|2019||BioTech, HealthTech, B2C||Milan, Italy|1-10|active||||
Menumal|Menumal è un saas-menu post-pandemico e iper-scalabile a profonda personalizzazione e alta integrabilità.|https://info.menumal.it/|2023||FoodTech, SaaS||Seravezza, Italy|11-50|active||||
Metacibus|Metacibus è la startup specializzata nella ricerca, sviluppo, commercializzazione ed applicazione di tecnologie ad ultrasuoni che estendono la durata di prodotti alimentari facilmente deperibili, mantenendo freschezza e qualità.|https://www.metacibus.it/|2022||HealthTech, FoodTech, B2C||Milan, Italy|1-10|active||||
MineCrime|MineCrime© è un SaaS che, associandosi a +16k data sources, raccoglie in maniera costante dati grezzi su episodi di criminalità e degrado urbano, i quali vengono puliti, incrociati, verificati e infine geo-localizzati all'interno del più grande database mai creato sul tema a livello Europeo (con milioni di eventi geo-coded).|https://www.minecrime.it/|2020||AI, SaaS, Security, Defense||Milan, Italy|1-10|active||||
Miosessuologo|Miosessuologo è la prima piattaforma di e-therapy specializzata in sessuologia in Italia.|https://www.miosessuologo.it/|2021||HealthTech||Florence, Italy|1-10|active||||
Mirai|mirAI è una startup italiana specializzata in soluzioni di intelligenza artificiale generativa.|https://www.mir-ai.it/|2024||B2B, Software, AI||Venice, Italy|1-10|active||||
mkinf|We're building an open-source library of hosted AI agents and tools that developers can integrate into their graph frameworks with a simple SDK or API call, speeding up development and deployment times.|https://mkinf.io/|2024||Founded by Women, AI, Software||Milan, Italy|1-10|active||||
Mokapen|Mokapen is an independent online collaborative CRM platform enabling organizations to manage projects, tasks and contacts with team members as well as with external customers, partners or suppliers.|https://mokapen.com/|2019||Software||Milan, Italy|1-10|active||||
MynDoor|At Myndoor we transform communication into well-being.|http://www.myndoor.it/|2021||AI, HR||Milan, Italy|1-10|active||||
MySocialCollection|At MySC, our purpose is to nurture an Environment focused on Collectibles and Entertainment artifacts.|https://www.mysocialcollection.com/home|2021||Marketplace, Entertainment||Milan, Italy|1-10|active||||
My Wine Sommelier|Il futuro del vino: esperti, formazione e tecnologia per un ristorante più competitivo|https://www.mywinesommelier.com/|2025||FoodTech||Milan, Italy|1-10|active||||
NanoPhoria|NanoPhoria is a preclinical stage biotech company pioneering inhalable cardiovascular treatments via non-viral nano-delivery of biologics.|http://www.nanophoria.com/|2022|Pre-Seed|BioTech||Milan, Italy|1-10|active||||
Nautilus Engineering|Nautilus Engineering è uno studio di progettazione rigenerativa con sede a Milano che integra principi di sostenibilità, economia circolare e inclusione sociale. Il team multidisciplinare sviluppa soluzioni per ottimizzare l’uso delle risorse, ridurre gli sprechi e migliorare il benessere delle persone. Grazie a tecnologie di data analysis e product management, supporta aziende e istituzioni nella valutazione d’impatto ESG, nella progettazione di ambienti inclusivi e nella reportistica secondo standard internazionali (GRI).|https://www.nautilusengineering.eu/|2023||Design, Sustainability, GreenTech||Milan, Italy|1-10|active||||
Nibol|Nibol è un'app facile da usare che combina un sistema di gestione dell'ufficio con spazi di lavoro prenotabili. Offre la libertà di lavorare da qualsiasi luogo, l'ufficio della propria azienda, la propria abitazione o uno spazio di co-working.|https://www.nibol.com/it|2019|Pre-Seed|SaaS||Milan, Italy|1-10|active||||
NotOnlyDesk|NotOnlyDesk è una startup innovativa che si propone di rivoluzionare il mercato del lavoro agile, creando un ponte tra l’emergente richiesta di smart worker e gli uffici sfitti/coworking presenti sul territorio locale (Milano), nazionale e globale.|https://www.notonlydesk.com/it/|2022||Software||Milan, Italy|1-10|active||||
olivia|Olivia è la Data Analytics Platform della ristorazione.|https://www.olivia-software.com/|2022||AI, Software, FoodTech||Milan, Italy|1-10|active||||
OnValue|Siamo una Insurtech specializzata nell'offrire alle imprese assicurative soluzioni tecnologiche avanzate per il monitoraggio e lo sviluppo delle proprie reti distributive. Il nostro ecosistema NOVA, fondato su big data, machine learning e modelli predittivi, agisce come un autentico Quality Advisor, fornendo alle imprese consulenze dettagliate e strumenti innovativi per ottimizzare le performance della propria rete. IA Agent addestrata a valutare le competenze e affidabilità degli intermediari e i prodotti assicurativi viene messa a disposizione del consumatore per una comprensione e valutazione imparziale delle proposte assicurative. Attraverso il racconto delle abitudini e ambizioni di vita del consumatore la AI costruisce i bisogni e si interfaccia con gli intermediari per richiedere prodotti adeguati alle esigenze evidenziate dal consumatore, costruendo un rapporto di fiducia e trasparenza tra le parti.|https://onvalue.io/|2023||InsurTech||Castel Maggiore, Italy|1-10|active||||
Optivo Logistics|Optivo is a startup that works in transportation optimization, dedicated to helping businesses transform their logistics through cutting-edge technologies. Our intelligent platform leverages advanced algorithms based on Artificial Intelligence and the Internet of Things to optimize vehicle routes, enhance delivery planning, and reduce operational costs.|https://optivologistics.com/|2022||Mobility, Software, AI||Rome, Italy|1-10|active||||
ORALAE|Oralae makes the oral hygiene routine a beauty ritual. It offers premium products for oral care, teeth care and all oral hygiene system. Designed for those looking for a valid, effective, emotional oral care. It satisfies this need through sensorial, pleasant products.|https://oralae.com/|2022||E-commerce||Milan, Italy|1-10|active||||
Orango AI|We help companies get their users to understand how to use the product like pros from day one.|https://orango.ai/|2025||SaaS, AI||Milan, Italy|1-10|active||||
ORCA SEMICONDUCTOR|Fabbricazione di semiconduttori|https://www.orcasemi.com/|2022||PropTech||Milan, Italy|1-10|active||||
Out Of|We are Out Of. We're building a piece of the future through products that defy the pardigms others stop at.|https://out-of.com/|2017||Sport||Brescia, Italy|11-50|active||||
Pack|Pack è la piattaforma che democratizza il coaching e il mentoring dando alle aziende la possibilità di attivare percorsi personalizzati e aperti a tutti.|https://thepack.tech/|2022||HR||Bologna, Italy|11-50|active||||
Paperbox Health|Cognitive well-being is a crucial aspect of our lives, often overlooked until it's too late. Surprisingly, 1 out of 5 individuals struggles with cognitive issues. Alarmingly, about 70% of them receive diagnoses so late that they face reduced treatment efficacy, increased costs, academic decline, and substantial psychological setbacks.|https://www.paperbox.health/|2022||HealthTech||Turin, Italy|1-10|active||||
Pathway|Pathway S.r.l. is an AI-powered ed-tech company revolutionizing language exam preparation, starting with IELTS. Unlike traditional learning platforms that rely on static exercises and generic study plans, Pathway integrates contextual artificial intelligence, creating a personalized and adaptive learning experience for each student.|https://www.way2ielts.com/|2024|Pre-Seed|AI, Software, EdTech||L'Aquila, Italy|1-10|active|147.0|||
PeloMatto|Book professional, in-home pet grooming services, at your convenience.|https://app.pelomatto.it/|2023|Seed|PetTech||Milan, Italy|1-10|active||||
Perpethua|Perpethua è una società che supporta gli imprenditori interessati dal passaggio generazionale a dare continuità alle loro aziende.|https://www.perpethua.com/|2024||Marketplace||Milan, Italy|1-10|active||||
Pick-Roll|Through a geolocated map, users can find the nearest court (or add it if not already present), organize games, and use a gamification system to rate other users. The app is already on the market, available on both Google Play and the Apple Store.|https://www.pick-roll.com/|2018||Mobile, Sport||Rome, Italy|1-10|active||||
Piece|Piece is a fintech startup making real estate investing simple, transparent, and accessible. Investing in real estate should be as easy as buying stocks—and Piece makes this possible by allowing you to buy pieces of properties, earn attractive returns, and build a customized portfolio, wherever you are in the world.|https://getpiece.app/|2023|Pre-Seed|FinTech, PropTech||Milan, Italy|1-10|active|750.0|||
Pillar|La piattaforma all-in-one per la gestione finanziaria e operativa dei lavori edili, progettata per farti risparmiare tempo e denaro.|https://www.pillar.it/|2025|Pre-Seed|SaaS, Software||Milan, Italy|11-50|active||||
Pipex Energy|Pipex Energy S.r.l. è una start-up italiana focalizzata sulla decarbonizzazione dei processi industriali e sull'innovazione tecnologica. Fondata nel 2021 per affrontare le sfide ambientali e promuovere soluzioni sostenibili, Pipex Energy si concentra principalmente sulla produzione di materiali innovativi per ridurre le emissioni di CO2 nei processi siderurgici che permettano una transizione ecologica efficace nel settore dell'acciaio, contribuendo così agli obiettivi climatici globali. L'azienda collabora strettamente con istituzioni accademiche e partner industriali per garantire che le loro soluzioni siano non solo tecnicamente valide, ma anche economicamente sostenibili e pronte per l'adozione su larga scala.|https://pipexenergy.it/|2021||GreenTech, Sustainability||Milan, Italy|1-10|active||||
Planet Farms|Planet Farms is a leading vertical farming company, founded in 2018 in Milan, that has developed a vertical cultivation system unique in the world, allowing the perfect harmonization of all the fundamental parameters for cultivating rich in taste and highly nutritious greens.|https://www.planetfarms.ag/|2018|Series B|FoodTech||Milan, Italy|51-200|active||||
Plannest|Fai crescere la tua attività di fitness. Noi supportiamo i personal trainer, eliminando le cancellazioni dell'ultimo minuto e semplificando l'esperienza di prenotazione.|https://plannest.io/|2022||Software, Sport||Florence, Italy|1-10|active||||
Plannix|Plannix è la piattaforma di consulenza finanziaria indipendente che ti aiuta a definire un piano d’investimento chiaro e su misura, senza conflitti d’interesse o costi nascosti.|https://plannix.co/|2023|Pre-Seed|B2C, FinTech||Milan, Italy|11-50|active|500.0|||
play2match|play2match è una startup community-based che unisce le persone attraverso gli sport di squadra. Pensiamo a tutto noi: troviamo i campi, organizziamo le partite e creiamo momenti di socializzazione come il social drink post-partita. Un algoritmo abbina i giocatori in base a livello, età, genere e interessi, mentre la gamification li incentiva a giocare con continuità. Il nostro obiettivo è combattere sedentarietà e burnout da lavoro da remoto, aiutando le persone a creare nuove relazioni grazie allo sport.|https://play2match.it/|2025|Pre-Seed|Community, Sport, Mobile||Bologna, Italy|1-10|active|60.0|||
Plino|Plino è il co-pilot per l'analisi di dati alimentato dalla Generative-AI per le PMI. Il software integra tutti i dati aziendali, li analizza automaticamente e risponde a qualsiasi domanda in linguaggio naturale attraverso un'interfaccia chat intuitiva. Plino offre un sistema immediato e privo di errori per prendere decisioni strategiche di business basate sui dati, piuttosto che sull'intuizione.|https://plino.ai/|2023|Pre-Seed|SaaS, Founded by Women, B2B, FinTech||Turin, Italy|1-10|active|200.0|||
Point-out|Point-out è una start-up innovativa che usa l’Intelligenza Artificiale per accelerare la comunicazione corporate e le media relations.|https://point-out.net/|2022|Bootstrapped|SaaS, AI||Milan, Italy|1-10|active|0.0|||
Poleepo|La soluzione più efficace per gestire e sviluppare le tue vendite multicanale in Italia.|http://www.poleepo.cloud/|2022|Seed|Marketplace, E-commerce||Veroli, Italy|1-10|active|870.0|||
Pratiche Auto Online|Pratiche auto, semplicemente digitali.|https://praticheauto.online/|2021||Mobility, Software||Treviso, Italy|1-10|active||||
pratico.it|TLDR (Too Long Didn’t Read): pratico.it offre una garanzia di fiducia e sicurezza fra le parti coinvolte nella compravendita di un veicolo, eliminando il rischio di frodi o brutte sorprese con i servizi di Certificazione Veicolo e Passaggio di proprietà.|https://pratico.it/|2022||FinTech, Software, Mobility||Genoa, Italy|1-10|active||||
promama|Promama è uno spazio sicuro che vuole rivoluzionare il paradigma delle mamme in carriera mettendo in contatto il talento di mamme, donne e genitori professionisti con aziende family-friendly, supportando i genitori nel loro percorso di crescita professionale e le aziende in un percorso di miglioramento continuo grazie a strumenti semplici e plug-and-play. Vuoi sapere quanto la tua azienda è family-friendly? Vieni a scoprirlo su Promama.|https://www.promama.it/|2023||HR, Founded by Women||Milan, Italy|1-10|active||||
Prometheus|Creating a new, clean, abundant energy source for the world. Based in Milano, Italy.|https://www.prometheusreactor.com/team/|2020||GreenTech||Milan, Italy|1-10|active||||
Proteso|Proteso is a deep-tech startup company specialized in exoskeletons for industrial workers. Our mission is to design and produce wearable technologies that help workers move safely and feel healthy, across many industrial sectors.|https://www.proteso.it/|2022|Seed|Robotics||Genoa, Italy|1-10|active|300.0|||
Publytics|Get the daily and real-time metrics that matter most for monetization and more, with powerful new tools built for web publishers, by web publishers.|https://publytics.net/|2023|Bootstrapped|Software||Rome, Italy|1-10|active|0.0|||
PuntoMare|"""Grazie ad un algoritmo proprietario è in grado di individuare la spiaggia ideale, anche quando le previsioni marine standard indicano mare mosso. Consente di accedere ad una lista completa delle spiagge italiane con relativi dettagli, descrizioni e foto in alta risoluzione e offre la possibilità di prenotare esperienze, noleggi e ristori nei paraggi."|https://www.punto-mare.it/|2023||Tourism, Mobile, Community, AI||Lecce, Italy|1-10|active||||
Qomodo|Il futuro dei pagamenti nei settori dei servizi più importanti e delle spese impreviste. Backed dai migliori fintech VCs ed angels internazionali.|https://www.qomodo.me/|2023|Series A|Retail, FinTech||Milan, Italy|11-50|active||||
QSENSATO|Integrated Atomic Quantum Sensors|https://www.linkedin.com/company/qsensato/|2024||Founded by Women||Bari, Italy|1-10|active||||
Qubitdata|Scopri Qubitdata e il nostro ruolo nel potenziare lo sviluppo delle infrastrutture informatiche globali per un impatto positivo. Unisciti a noi nel plasmare un futuro sostenibile e inclusivo attraverso l’integrazione dei dati.|https://qubitdata.eu/|2024||AI, Machine Learning||Santeramo in Colle, Italy|1-10|active||||
Quick Algorithm|Quick Algorithm is helping companies in becoming Data-Driven.|https://www.quickalgorithm.com/|2018||AI, Machine Learning||Milan, Italy|11-50|active||||
Quickfisco|Commercialista online, intermediario fiscale abilitato dall'Agenzia delle Entrate. Digitalizziamo le Partita Iva in regime forfettario, semplificando la gestione contabile e fiscale grazie alla nostra web-app.|http://www.quickfisco.it/|2022||FinTech, Software||Milan, Italy|11-50|active||||
RarEarth|RarEarth è una start-up nell’economia circolare specializzata nella produzione di magneti permanenti sostenibili, derivanti da materiale riciclato. Attraverso un’innovativa tecnologia chimica, RarEarth offre un servizio di riciclo strategico e completo di magneti NdFeB contenenti terre rare.|https://www.rarearth.it/|2023|Series A|B2B, GreenTech, Sustainability||Milan, Italy|1-10|active||||
Recivu|Recivu elimina lo spreco degli scontrini cartacei, trasformando quello che prima era un rifiuto in un potente strumento.|https://linktr.ee/recivu|2023|Pre-Seed|Mobile, Sustainability, Retail||Florence, Italy|1-10|active|65.054|||
Rehabilia technologies|The mission of Rehabilia Technologies is to facilitate and promote neuromotor recovery, supporting neurorehabilitation therapies. Through multimedia feedback and multimodal signals, the Phicube product embraces the motor, cognitive and physiopsychological spheres of the person, all relevant aspects for optimizing the results of the recovery. It heavily exploits patient engagement to promote neuroplasticity, and it will be characterized by artificial intelligence for a strong personalization of the therapy. Compactness, modularity, portability, and ease of use are the foundation of a solution allowing high intensity of treatments also in out-of-hospital and home environments.|https://www.rehabiliatechnologies.com/|2023||Software, B2C, HealthTech||Lecco, Italy|1-10|active||||
ReLearn|ReLearn revolutionizes waste management with innovative, AI-powered solutions.|https://www.re-learn.eu/|2021||GreenTech, AI, Sustainability||Turin, Italy|1-10|active||||
Renergy 1.618 S.r.l.|Renergy è un'azienda che, dal 2019 si occupa di energie rinnovabili attraverso l'accesso al sole, alla geotermia o al calore dissipato e non più riutilizzabile dalle attività produttive. Basiamo il nostro lavoro sul costante sviluppo della ricerca di fonti e materiali innovativi, promuovendo l'accesso alle risorse energetiche pulite.|https://www.renergy1618.com/contatti.html|2019||GreenTech||Milan, Italy|1-10|active||||
Replate|Replate ti consente di creare modelli 3D dei tuoi prodotti del menu in modo rapido e semplice, migliorando l'attrattiva visiva e l'accuratezza delle tue offerte, semplificando al contempo il processo di creazione di contenuti digitali.|https://www.replate.it/|2023|Pre-Seed|B2B, AI, SaaS, 3D, AR||Rimini, Italy|1-10|active|50.0|||
Resanas|Resanas srl is an innovative start-up company established in June 2022 actives in the research, development and engineering of AKILLE an universal dry process for the sanification of materials. To date, AKILLE has obtained 3 different certifications including: 1 - MICROBIOLOGICAL SANITIFICATION CERTIFICATION issued by the microbiology laboratory (level 3) at UNIBO (University of Bologna) for which all and 18 materials have been sanitised against SARS-COV19 viruses and pathogens according to the AKILLE protocol.|https://resanas.it/|2022||Cybersecurity, HealthTech||Milan, Italy|1-10|active||||
Reset|Reset Energia è partita per una missione rivoluzionaria e sta cercando nuovi compagni di avventura!|https://resetenergia.it/|2023||GreenTech||Rome, Italy|11-50|active||||
Restworld|At Restworld, we’re redesigning how restaurants, hotels and hospitality groups find and manage talent.|https://restworld.it/|2020|Seed|HR, Software, FoodTech, B2C, Marketplace, Retail, Tourism, B2B, AI||Turin, Italy|11-50|active||||
REVEON Motorcycles|REVEON is a tech company that designs and builds fully electric off-road motorcycles for top-level sports.|https://www.reveon-motorcycles.com/|2023||GreenTech, Mobility||Bolzano, Italy|1-10|active||||
RevIot|The easiest and fastest way to track and monitor any relevant assets for your company. RevIoT has developed a range of different devices and solutions that can efficiently respond to some of your different needs:|https://www.rev-iot.com/|2023||Software, B2B, BioTech||Milan, Italy|1-10|active||||
REVIVO|We are on a mission to make repair & alternation services accessible by fashion brand - our technological platform and operational infrastructure empowers brand to implement after-care services in no time, and with a completely outsourced approach.|https://www.revivorepair.com/|2025||FashionTech||Milan, Italy|1-10|active||||
ReWing|ReWing is an innovative startup devoted to the design and development of technologies for sensorimotor rehabilitation in patients with orthopedic and neurological impairments.|https://rewingtech.com/|2022|Seed|Founded by Women, HealthTech, Robotics||Genoa, Italy|1-10|active|750.0|||
Rhesus|Rhesus è la soluzione innovativa per la raccolta di sangue, progettata per ottimizzare la gestione dei donatori e accelerare le risposte alle emergenze. Attraverso un sistema cloud sicuro e centralizzato, le strutture trasfusionali possono coordinare prenotazioni e richieste con precisione. Il sistema invia notifiche automatiche via email, SMS, WhatsApp o app, raggiungendo solo i donatori idonei e riducendo drasticamente i tempi di intervento. Con Rhesus, il sangue arriva dove serve, quando serve, senza inefficienze.|https://www.rhesus.it/|2024|Pre-Seed|HealthTech, Founded by Women||Naples, Italy|1-10|active||||
RoboAlpin|RoboAlpin develops robots for mountain agriculture to bring automation to steep terrain.|https://www.roboalpin.com/|2023||Robotics||Brunico, Italy|1-10|active||||
Rosso|🩸 La donazione del sangue in pochi click ✨ Facile, veloce, eroico 🦸|https://donarosso.it/|2022||HealthTech, Mobile, Founded by Women||Roncade, Italy|1-10|active||||
Sacofgas|Progettiamo e realizziamo misuratori industriali per il gas e sistemi per la produzione di idrogeno verde|https://www.sacofgas.it/it/|1927|Bootstrapped|GreenTech||Milan, Italy|11-50|active||||
Safety on Chain|SOC brings blockchain to businesses through a seamless SaaS solution, ensuring security, compliance, and automation in critical processes.|https://www.safetyonchain.com/|2023|Pre-Seed|Blockchain, B2B||Cagliari, Italy|1-10|active|150.0|||
Sams Technology|SAMS Technology S.r.l. is an innovative startup coming from Istituto Italiano di Tecnologia (IIT) with the mission to provide innovative Anti-counterfeiting and Traceability solutions for the pharma, food&beverage and cosmetic packaging industry. SAMS Technology designs and manufactures industrial machines and processes able to mark, digitize and connect each single primary packaging product: all these passive objects can be fully connected along all the supply chain, in an Industry 4.0 perspective.|https://www.sams-technology.com/|2021||SaaS, Cybersecurity, BioTech||Milan, Italy|1-10|active||||
Satispay|Satispay powers payments for the people - help you send, receive and save money, whichever side of the exchange you stand.|https://www.satispay.com/en-it/|2013||FinTech, Mobile, Banking||Milan, Italy|501-1000|active||||
SceneSnap|At SceneSnap, we lead the way in EdTech, leveraging market insights and societal shifts to drive innovation. We aim to empower users with full control over their content consumption, maximizing efficiency and impact. We deliver value to knowledge givers through data-driven insights and to knowledge receivers by enhancing their learning experience with AI-powered efficiency.|https://scenesnap.co/it|2024|Seed|EdTech, AI||Milan, Italy|1-10|active||||
ScrapeGraphAI|Scrapegraph is a dynamic technology company dedicated to transforming the way organizations access and utilize online data.|https://scrapegraphai.com/|2024||AI||Padova, Italy|1-10|active||||
SEMA Systems|We Design and Manufacture Advanced Electronics that enable Precise Diagnostics and Secure Communication, across Train Subsystems (Fire, Lighting, Doors, Brakes, CCTV, etc) Protecting both Lives and Property, While Maximizing Availability, Minimizing False Alarms and Reducing Maintenance Costs. Engineered and Tested for Railways and Metro, suitable for Military, Naval and Industry.|https://sema-systems.com/|2018||Software||Milan, Italy|11-50|active||||
Serenis|Offriamo percorsi di psicoterapia, coaching, supporto psicologico, sessuologia, psichiatria e nutrizione grazie a una rete di più di 1600 professioniste e professionisti che aiutano ogni settimana migliaia di persone a prendersi cura del proprio benessere mentale e fisico.|https://www.serenis.it/|2021|Seed|HealthTech, Founded by Women||Milan, Italy|11-50|active||||
Sibill|Sibill aiuta le PMI a gestire la propria tesoreria aziendale in modo più facile e veloce. Monitora e organizza i Flussi di Cassa in categorie di entrate e uscite personalizzate, gestisci e tieni sotto controllo i Flussi Contabili grazie a uno scadenzario sempre aggiornato, riconcilia le fatture attive e passive per la compilazione della prima nota in modo facile e automatizzato.|https://sibill.com/|2020|Seed|FinTech, B2B, SaaS||Milan, Italy|11-50|active|500.0|||
Sidereus Space Dynamics|To enable fast, flexible, and infrastructure-free space access, allowing defense, commercial, and scientific missions to deploy nanosatellites and validate new technologies directly in orbit, on demand, anywhere in the world.|https://www.sidereus.space/|2019||Defense, Aerospace||Salerno, Italy|11-50|active||||
SimpL|SimpL is a software that automates lead generation for HR Sales teams. The first lead generation system that is based on hiring data and job postings of companies, no need to daily scroll thousands of job offers and check matches, you get your leads at the start of each day.|https://thesimplplatform.io/|2022||Software, Sales, HR||Milan, Italy|1-10|active||||
Sinergy Flow|Sinergy Flow è specializzata nello sviluppo di batterie a flusso per l’accumulo energetico stazionario su larga scala.|www.sinergyflow.com|2022|Pre-Seed|B2B, Sustainability, GreenTech||Milan, Italy|1-10|active||||
Sintropy.ai|At Sintropy.ai, we design and manufacture proprietary IoT sensors, combining robotics and AI to optimize business processes. Focused on healthcare and building automation, we provide accessible, high-value solutions that transform data into strategic insights, enhancing efficiency, reducing costs, and breaking down barriers to IoT adoption.|https://www.sintropy.ai/|2025|Bootstrapped|IoT, AI||Milan, Italy|1-10|active|0.0|||
Small Giants|La particolarità dei nostri prodotti sta soprattutto nei valori nutrizionali, sono infatti ad alto contenuto di proteine complete e di vitamina B12 , nonché fonte di fibre alimentari. Con la crescente consapevolezza degli enormi danni ambientali causati dal consumo di carne, vi è una costante ricerca di proteine alternative e sostenibili. Come sostiene da anni la FAO, gli insetti sono il candidato più promettente - e di gran lunga. Richiedono pochissime risorse per essere allevati e sono altamente nutrienti. La scommessa di Small Giants è quella di far innamorare le persone, anche in Occidente, degli insetti come cibo. Come? Con dei cracker proteici con farina di grillo, scandalosamente buoni.|https://eatsmallgiants.com/|2020|Seed|FoodTech, Sustainability||Milan, Italy|1-10|active|558.9|||
Smanno|We are a small dedicated Team, passionately crafting innovative solutions for clinical workflows, all for the betterment of Patient care. More to come, stay tuned! 🤖 4 🫂|https://www.smanno.com/|2024||Robotics||Segrate, Italy|1-10|active||||
smartFAB|smartFAB makes products for human-driven analysis of real-world manufacturing problems. Its machine learning applications empower shop floor workers of all skill sets to identify and solve complex problems without requiring them to master statistical modelling, computer programming, and report generation.|https://www.smartfab.ai/|2018||AI, Machine Learning||Milan, Italy|11-50|active||||
Smartness|Smartness è qui per rivoluzionare il mondo dell’ospitalità. Con l’intelligenza artificiale, aiutiamo strutture ricettive di ogni dimensione a liberarsi dagli OTA e dalle operazioni manuali, automatizzando completamente la gestione online e sbloccando tutto il loro potenziale di ricavo.|https://www.smartness.com/en|2021|Series A|B2B, AI, SaaS||Arco, Italy|51-200|active||||
Solion|Solion è il primo portale in Italia che sta modernizzando il modo in cui gli studenti e le famiglie scelgono le scuole e le università più adatte e il modo in cui le istituzioni costruiscono le loro classi future. Crediamo che non dovrebbe essere difficile trovare il miglior istituto e percorso di studi, quindi la nostra missione è renderlo facile, trasparente e gratuito.|https://www.solion.education/|2020||EdTech||Naples, Italy|1-10|active||||
Solo Studenti|𝗦𝗼𝗹𝗼 𝗦𝘁𝘂𝗱𝗲𝗻𝘁𝗶: la soluzione ideale per i proprietari che desiderano affittare il proprio immobile in totale sicurezza, garantendo al contempo la massima rendita.|https://www.solostudenti.it/|2024||PropTech||Venice, Italy|1-10|active||||
Soource|✨ Soource rivoluziona la ricerca e selezione dei fornitori, ridefinendo il futuro dell'approvvigionamento.|https://www.soource.com/it|2024|Pre-Seed|B2B, AI, SaaS||Bolzano, Italy|11-50|active||||
Spectō Photonics|Specto Photonics is a deep-tech company that develops and commercializes spectroscopy solutions for mechanobiology and medical diagnostics. Our proprietary on-chip spectrometers and high-rejection filters enable to optically retrieve 3D viscoelastic information in the volume of biological samples without the need of contact or label. This fundamental data is so far inaccessible through conventional elastography.|https://spectophotonics.com/|2019||BioTech||Milan, Italy|1-10|active||||
Spoki|𝗪𝗵𝗼 𝗪𝗲 𝗔𝗿𝗲 Spoki's cutting-edge conversational marketing platform is at the forefront of transforming how businesses engage with their customers via WhatsApp. Our core mission is to streamline and enhance the interaction between customers and businesses, elevating each conversation to be more impactful and tailored to individual needs.|https://spoki.it/|2021|Series A|AI, Marketing, Sales, Media||San Vito dei Normanni, Italy|11-50|active||||
SPRNV|L'approfondita conoscenza del prodotto, l'approccio fortemente tecnologico e data-driven, la fitta rete di partner internazionali: SPRNV è il business partner per aziende che vogliono innovare.|https://sprnv.it/|2021||E-commerce, FashionTech, Marketing, Retail, Luxury||Full Remote, Italy|11-50|active||||
Stakeshare|Acknowledge employees and collaborators with an innovative alternative to the traditional Work-for-Equity. Stakeshare is the first zero equity platform for Startups, Smart Organizations, and Innovation teams.|https://www.stakeshare.io/|2024|Pre-Seed|SaaS, B2B, Founded by Women, Blockchain||Bologna, Italy|1-10|active||||
